DATAFLOW,LAST UPDATE,freq,stk_flow,partner,hazard,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2017,2902,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2018,8672,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2019,8661,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2021,7618,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2017,2902,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,8672,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2019,8661,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2021,7618,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2017,2902,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2018,8672,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2019,8661,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2021,7618,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2017,2902,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,8672,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2019,8661,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Andorra,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2021,7618,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2014,96,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2015,291,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2016,161,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2017,221,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2018,473,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2019,920,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2020,2279,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2021,3805,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2022,5886,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2014,96,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2015,291,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2016,161,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2017,221,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,473,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2019,920,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2020,2279,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2021,3805,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2022,5886,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2014,96,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2015,291,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2016,161,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2017,221,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2018,473,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2019,920,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2020,2279,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2021,3805,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2022,5886,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2014,96,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2015,291,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2016,161,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2017,221,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,473,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2019,920,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2020,2279,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2021,3805,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Albania,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2022,5886,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Argentina,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2013,374,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Argentina,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2013,374,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Argentina,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2013,374,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Argentina,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2013,374,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Australia,Hazardous,Recovery,Tonne,European Union - 27 countries (from 2020),2016,2,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Australia,Hazardous,Recovery,Tonne,European Union - 27 countries (from 2020),2018,90,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Australia,Hazardous,Waste treatment,Tonne,European Union - 27 countries (from 2020),2016,2,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Australia,Hazardous,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,90,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Australia,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2016,2,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Australia,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2018,90,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Australia,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2016,2,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Australia,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,90,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2015,17158,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2016,9480,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2017,4249,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2018,19683,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2019,35239,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2020,38992,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2021,40506,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2022,49702,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2015,17158,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2016,9480,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2017,4249,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,19683,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2019,35239,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2020,38992,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2021,40506,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2022,49702,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2015,17158,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2016,9480,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2017,4249,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2018,19683,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2019,35239,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2020,38992,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2021,40506,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2022,49702,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2015,17158,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2016,9480,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2017,4249,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,19683,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2019,35239,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2020,38992,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2021,40506,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Bosnia and Herzegovina,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2022,49702,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Brazil,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2013,1362,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Brazil,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2014,141,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Brazil,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2013,1362,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Brazil,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2014,141,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Brazil,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2013,1362,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Brazil,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2014,141,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Brazil,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2013,1362,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Brazil,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2014,141,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2013,2175,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2014,3737,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2015,1819,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2016,200,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2017,516,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2018,144,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2019,710,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2020,519,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2021,701,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2022,360,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2013,2175,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2014,3737,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2015,1819,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2016,200,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2017,516,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,144,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2019,710,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2020,519,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2021,701,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Hazardous and non-hazardous - total,Waste treatment,Tonne,European Union - 27 countries (from 2020),2022,360,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2013,2175,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2014,3737,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2015,1819,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2016,200,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2017,516,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2018,144,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2019,710,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2020,519,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2021,701,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Recovery,Tonne,European Union - 27 countries (from 2020),2022,360,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2013,2175,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2014,3737,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2015,1819,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2016,200,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2017,516,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,144,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2019,710,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2020,519,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2021,701,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Belarus,Other,Waste treatment,Tonne,European Union - 27 countries (from 2020),2022,360,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous,Recovery,Tonne,European Union - 27 countries (from 2020),2018,882,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous,Recovery,Tonne,European Union - 27 countries (from 2020),2019,855,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous,Recovery,Tonne,European Union - 27 countries (from 2020),2020,964,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous,Recovery,Tonne,European Union - 27 countries (from 2020),2021,592,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous,Recovery,Tonne,European Union - 27 countries (from 2020),2022,12,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous,Waste treatment,Tonne,European Union - 27 countries (from 2020),2018,882,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous,Waste treatment,Tonne,European Union - 27 countries (from 2020),2019,855,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous,Waste treatment,Tonne,European Union - 27 countries (from 2020),2020,964,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous,Waste treatment,Tonne,European Union - 27 countries (from 2020),2021,592,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous,Waste treatment,Tonne,European Union - 27 countries (from 2020),2022,12,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2018,882,
ESTAT:ENV_WASSHIP(1.0),21/11/24 23:00:00,Annual,Exports,Canada,Hazardous and non-hazardous - total,Recovery,Tonne,European Union - 27 countries (from 2020),2019,855,
